movie,title,review,isPos
Joker,Critics are useless!,"I quit relying on critic reviews years ago... I noticed for this movie that the critics ratings were low but viewer ratings were high. That being said, what is the point of a critic when for this movie, they are oh so wrong.
I went and saw this tonite with my mom. I went in skeptical and w some what low expectations. I knew not to expect your typical super hero movie.
What we got was a masterpiece. I went in expecting sheer boredom and I was instead on the edge of my seat the whole time. Not action edge of your seat, it was a fear of what he may do or say next edge of your seat. To see this character evolve into what we all know as the #1 villain of Batman was beyond genius and Joaquin Phoenix is a true master at perfecting the art of consuming himself into this character. I may be all over the place with this but I don't care. This movie, the story, the acting, directing, effects, everyone brought their A game and JP definitely deserves a nod and win for this role. And no, there is no comparison here to Jack Nicholson or Heath Ledger. Each actor took on this character and different levels, different story points and different points in time, so any comparison would just not be feasible or fair to any of the actors as they embraced him and made him come to life in their own genius way!",0
Joker,BELIEVE THE HYPE,"Joaquin Phoenix gives Heath Ledger a run for his money, true story. This is not a popcorn fluff comic book flick. DO NOT TAKE YOUR KIDS TO SEE THIS MOVIE. Shut down all ballots for the Oscar, Joaquin is taking that one home hands down. One of the best origin stories EVER put out. The only downside to this movie, is that it is a stand alone film that will have no sequels or ties to the DC Universe. Todd Philips take on the Joker is one of pure brilliance and Joaquin Phoenix was the Joker we deserved. He didn't steal from Jack or Heath but yet you got a taste of both.618 out of 1,018 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Masterpiece.,"The music. The intense. The realism. The performance. The story. Such a perfect combination of everything. I never felt that a character like joker could be real until I saw this. Phoenix shows us what a joker is in our society and shows us how power can be obtained. Philips on the other hand had the perfect choice of music, camera angles, lighting and every important factor. Overall, I did not expect the story to be this perfect. Too many shocking turns happened and it really does represent today's society. If I was in the first screening, I would have applauded for 80 min not 8.531 out of 883 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Requiem of a broken man,"The perfect portrait of a decline to insanity""
& Joaquin Phoenix portrays this flawlessly in a performance of a lifetime.
Choreographed impeccably by Todd Phillips & is nothing short of breathtaking.
The cinematography & backdrop ideology of such an original film for such a complex character is only complimented by the superb soundtrack & acting. A hauntingly beautiful film & A Definate 10/10.
Edit: Bring on part 2 plssssss!. We all want it!.422 out of 736 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Brilliant. And best joker I've ever seen,"Phoenix convinces me that he has always meant to be the joker. The movie went beyond my expectations, so many emotions went through me these couple hours. I think because its rated R, Phoenix was able to unlock jokers full psychotic potential as the character he is meant to be. This was an AMAZING story, and it calls for more. And I mean a build up, a second movie, maybe one with batman? My hopes are too high at this point, but nevertheless, brilliant goddamn movie and THE BEST joker ever played hands down.442 out of 776 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Movie of the Decade,"The pool does not need the money. They need the dignity and respect, coz that is what it takes to be a human. If you don't have that, money will only be a reminder of them being a ""good boy"". Like some politicians, they feel so frustrated when people from the lower class does not accept their funding champions. In this movie, through joker's life, I begin to get it.503 out of 889 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,CLOWN PRINCE OF CRIME has arrived,"10/10 Amazing story, Brilliant taking, magnificent cinematography.
Someone had to step out of the safe game played by Superhero movies and Joker movie does just that (also The Boys). Movie is gritty, real, insanely dark and sometime quite disturbing to people who don't want accept what's shown in the movie is a terrible reality we face everyday if refused a proper care.
Normally people start to compare the movie with one of the greatest like The Dark Knight and in acting wise to that of Heath ledger's Potrayal of joker.
I wouldn't say this movie is better that that or otherwise , but it will stand tall amongst the greatest like The Godfather, Taxi Driver, Citizen Kane, The Dark Knight.
Coming to the inevitable comparison of who's the better Joker? Heath or Joaquin. The answer is Both did a phenomenal job and the Joker character itself is fortunate to have being played by two greatest actors.
Definitely a top contender for Oscars. I personally think it would take away
1.Best Actor 2.Cinematography 3.Original score and if Once Upon a time in Hollywood loses in Make-up and hairstyling category it would definitely be to The Joker.",0
Joker,The Rise of the Joker!,"Joaquin' portrayal of a sociopathic, mentally unstable man's transformation to the iconic Joker was non other than a grippingly accurate, realistic and touching rendition. A dark and disturbing character piece led by an Oscar worthy performance by Joaquin Phoenix. You really do feel bad for this guy, which makes it all the more heartbreaking when he inevitably becomes the clown prince of crime we all know and love, although we've never seen him like this. We see him suffer throughout the movie to the point we're almost rooting for himk to become a mass murdering psyco clown, because that at least will make feel better; then it happens and we just wish this could have all just been avoided, because es so messed up. We feel for him and care about him. By the time he's the joker, we wish we could've helped him. There's a lot of great nods to the greater Batman universe, yet the movie is a self contained character piece. That can only be the mark of a great movie. All the acting is great, the plot (while similar to Taxi Driver) is brilliant and the quality of the movie shows you don't need CGI super powers to be a great villain in a Superhero movie. Is a joke not everyone gets. This movie is ""the rise of the Joker!"" 10/10",0
Joker,Stunning,One of the best movies in these few years and 100% Oscar worthyJoaquin Phoenix delivers one of the best performances I've ever scene433 out of 805 found this helpful.Was this review helpful?Sign into vote.Permalink,0
Joker,Saw it tonight and had to make an account so I can tell everyone how good it is,"Seriously, unbelievable. Dare I say better than Heath Ledger? If Joaquin Phoenix doesn't win the Oscar for best actor and 'Joker' doesn't win at the VERY least, best screenplay, it will be one of the biggest Oscar snubs of our time290 out of 540 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Anyone who rates this movie poorly clearly doesn't appreciate cinema,"While the trailers for this movie have may seemed like there was potential for an action packed movie, this movie, clearly before it came to theaters was intended to be a progressive character study. You shouldn't go into this movie expecting intense action or the joker we know of the past. This is a movie about how Arthur Fleck becomes the Joker.I have seen so many bad reviews about how boring or slow the movie is, but I believe it was utter perfection. The first part of the movie we begin to understand Arthur as a person. All of his interactions with everyone in his life, be it good or bad. The whole point of a character study is evolution. And this is far and away one of the greatest evolutions of a character I have ever seen in a movie.Joaquin Phoenix's performance is by far the best acting I have seen in a movie possibly in the last few decades. We see a challenged person be challenged by society and it completely breaks him down over time. And Joaquin isn't acting, he is evolving all throughout the movie. If anyone thinks he doesn't put on an Oscar winning performance, they're out of their effing mind. Yes, the movie is slow to start, but it has to be. We couldn't just jump into the joker and all the chaos. We need to know where it came from to begin with.The whole compilation of the movie is amazing. The complete Oscar deserving performance of Joaquin, the choreography, the cinematography, the score. Everything is in perfect harmony. While there may have been a lot of controversy surrounding this movie, the team put together a perfect movie and I pity those who can't appreciate the tears and sweat and emotion that went into making this movie.I have always been so one sided in my movie preferences between Marvel and DC. I feel like Marvel is sooo much better overall and most movies DC puts out are trash. But Joker is far and away my favorite comic movie. Even though it takes a completely different spin on comic movies. You have to appreciate the evolution to appreciate this movie. It's not an action movie, but it's really rips and tears at all the emotions in one movie while adding a wild suspenseful kick. No other comic book movie has done that before.",0
Joker,Astonishing Masterpiece,"What an incredible ride this was. I was almost motionless throughout, watching in awe the performance of a lifetime - the transition from troubled man to monster, the hounding score which directly drove the goosebumps, the cinematography which made you feel like you were flying through Gotham looking for Arthur yourself and the masterful De Niro who gave his nod to Jerry Lewis. Ignore DC. Ignore Batman. This is a work of art in its own right.280 out of 531 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Stop comparing it with Endgame,"Joker is literally an achievement in cinematic history there's no doubt in that ! But why people comparing it with Endgame ? Both movies have their own ways and they are completely different. Endgame was the best at its genre. Talking about Joker ... What can I say ... A beautiful presentation of storyline , direction , screenplay was all at its peak of greatness ... Heath ledger smiling down to earth :)272 out of 536 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,THIS IS HOW A DC MOVIE SHOULD BE!,"This movie is a masterpiece! It absolutely epitomizes what a DC movie should be. Dark, emotional, thought provoking, not just action action action. One of the best movies I've seen in a long time.Critics have definitely lost touch with the public and should be ignored on this one. Do yourself a favor and watch it!And remember to be good to one another. You dont know what someone else is going through.213 out of 418 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Perfect,Creative actor Joaquin creativity embodied the role of the Joker film deserves more than 10320 out of 656 found this helpful.Was this review helpful?Sign into vote.Permalink,0
Joker,Oscar Sooner or later,"W.O.W!!!
What can I say about how brilliant Phoenix act performance is ??
In shortcut,movie of the year 💯/💯👏252 out of 517 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Best DC movie since The Dark Knight Rises,"DC can STILL give us a compelling movie. Wasn't quite hyped about it, I mean, an origin story of a villain made by the director of Hangover movies; what could I even expect? Then, the reviews started to drop. Still wasn't sure if I would like it. And after I saw it, it was way better than I thought it would be. I won't call it a masterpiece, but it definitely is on my top 3 DC films of all times!Good : There's hardly anything bad about Joker. Joaquin Phoenix does a great job of bringing the character into life. Rather than a typical superhero/supervillain origin story, we get to see a psychological drama + horror, and thank God, we got that. I love the genre, I love films like Infinity War, Days of Future Past, Endgame and Raimi's Spider-Man. But occasionally, it's really good to take a break from such films. It's, kind of, in the category of films like Unbreakable. Basically, the movie is (no spoilers ahead) Arthur, being tormented by the society and being a mentally unstable loner, loses his mind after the constant torment and after that, all hell breaks loose. That's all the movie shows. It would be quite difficult to give a really good story for a plot like this, since there are many movies with this kind of plot (awfully crappy ones included). I completely liked this movie, means the screenplay and direction worked for me. You can feel for Arthur, whenever the movie asks you to. You want to root for Arthur, but you know that it will mean some incredibly terrible things will happen. We see him slowly transition into Joker, and when he completely turns into the Joker it is worth a round of applause. We feel good as well as terrified with the actions of the Joker whenever he snaps and crazy stuff happens. Without getting into spoilers, I would say - in short - that it has many quotable lines and each of them make sense. Whatever Joker (a psychopath) says is more realistic than what a sane person says. And obviously has some sick, terrifying and gruesome Joker moments that a proper Joker movie should have. If it's not clear by the trailers, there's no Batman here. But (again, no spoilers) it does have some Batman references to support the movie. It could've created a mess and might have felt like a shoehorned plotline, but it plays out as a proper support for the main story and the transition of Arthur into Joker.Mixed : It is a good thing that the movie has a 70s psycho horror vibe to it. But, it could've been more original. Like many others have pointed out, it's similar to Taxi Driver by Scorsese. While it wasn't a copy and paste of Taxi Driver, but some parts make it obvious that the movie was inspired by Taxi Driver. Not necessarily a bad thing, the movie has the elements as a homage-ish way, but looking at how well made it was, it could've been slightly more original. And, it may feel a bit slow for some people, though it's worth your time.My take on the controversy : It can happen that some morons might watch this film and cause violence. It can happen with any violent movie. But, even though it justified the Joker's actions, it doesn't show them to be right. Speaking of violence, it's just psychologically compelling horror. It's less violent than Deadpool, but feels more violent as it's a serious movie. So, glorification and siding with a psychopath is a complete and total nonsense.Conclusion : It's a must watch. You don't need to follow any of the DC movies to understand it. But do not expect it to be a typical superhero action film with CGI battles and a spectacle. Wrong expectations might ruin the experience. Else, I found it to be better than The Dark Knight Rises. And TDKR is one of my favorites in the genre. If a Nolan movie is replaced by another movie in my list, you may consider it to be great. One last thing, people causing violence because of Joker would be equivalent to The Good, The Bad and The Ugly inspiring three people to have a gun duel for some gold.Rating:Score : 10/10Grade : A+",0
Joker,Mesmerizing,The ending is what matters in a movie. And this movie has a kind of ending which would leave many speechless. It's indeed a masterpiece:)268 out of 553 found this helpful.Was this review helpful?Sign into vote.Permalink,0
Joker,BEST MOVIE OF THE YEAR,"The movie was excellent and amazing, from the beginning that Joaquin's personality is seen as he evolves in the Joker until the end, Joker is the most difficult character to do and I think Joaquin did it!!212 out of 435 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,First time writing a review... that's how good this is,"Please go watch this movie! This is the first time I've ever wrote a review on this app and I've been using it to read reviews for years! That's how good this film is. Very dark, grimy and disturbing, exactly how an origin film about the joker should be. I have no doubt it will win multiple oscars. Do yourself a favor and go see it!!!191 out of 391 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Joaquin phoenix is god,"Joaquin Phoenix certainly did an impressive, impeccable and magnificent job. I'm very dedicated to the role... Valla prepared himself very well and explained step by step how he managed to characterize himself in the best possible way for his role and how only great actors do: very professional. I am infinitely grateful that he has taken the time to investigate about the disorders, about the drugs, but above all for the time that he has dedicated to perfecting such an important detail as the Joker's laugh, a laugh that is so impactful and full of pain, frustration, anger and in many cases madness. A wonderful experience in the cinema for a lot with a great message, which unlike what has been said, has left me thinking about the responsibility we have in a society that instead of helping feeds violence.3 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Amazing movie,"Main role surprisingly well played - emotions, thoughts...everything perfectly expressed. The story is also amazing. Watched it in the cinema and once again at home. Great!3 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Just Wow 😍,"A very wonderful movie. Joaquin Phoenix is absolutely excellent on his acting. He did the ""Joker"" character very deeply. I can't express my feelings for this movie. I was just speechless. Wonderful. Very Wonderful.3 out of 3 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Amazing,Sat down with my husband to watch this and our jaws dropped. This reflect the grim reality of mental illness and has many parallels to reality. 10/105 out of 6 found this helpful.Was this review helpful?Sign into vote.Permalink,0
Joker,Amazing movie,Best acting and story. This is an Oscar winning movie265 out of 562 found this helpful.Was this review helpful?Sign into vote.Permalink,0
Joker,Masterpiece,"Yesterday was that day, when I understand, that I have touched history. This movie will drag you in your deepest thoughts, in your darkest secrets and suffering. This masterpiece will grind you, like a meat grinder and you will watch it in silence and with open mouth. Like the whole cinema will.
I don't like comics movie, marvel is very pompous, absurd and insipid. In my opinion. It's not an art, it's just an attraction. As DC movies was too. But now DC made history, the made art and made drama.
To be more understandable. When you watch for example Avengers or League of Justice you are eating McDonald's hamburger. But when you watch Joker you are eating 1000$ stake in the most luxurious restaurant in the world.186 out of 388 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Film of the year (if not of the decade),"I heard all the hype about this film and as a skeptic at heart I came into this film with the most critical mindset possible.I just finished watching it and I am absolutely speechless. I don't think a film such as this has ever been made in Hollywood before. The slow and steady fall of the Joker into complete insanity is just so realistic that you feel a strange empathy towards him and almost come to justify his actions even when he commits the most heinous crimes. This is what makes this film so incredible, it takes the ""villain/good guy"" type of film making and just flips it right on its head.The cinematography captures this perfectly, you never feel rushed into a scene and yet it keeps you glued to your seat (thanks also to the music and score which contour this film perfectly).Joaquin Phoenix gives the performance of the century and only thanks to his brilliance is this film even possible. I feel sorry for the actors who gave Oscar-worthy performances this year, as Mr. Phoenix's acting in this film is just from another planet and deserves all the accolades it can get.",0
Joker,"Spectacular, awesome, fantastic","The reality, far from fiction!! That what's made the movie,,, the oscar winner actor made a new joker rivalry with heath ledger joker, better joker in some people opinion.. piece of art214 out of 451 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,The best thing DC has done since Dark Knight,"Joker is without a doubt my new favorite DC film. It's dark and gritty but with enough psychological twists that it keeps you guessing from beginning to end. Nothing can be taken at face value and the film forces you to think from beginning to end. Don't listen to the critics, this one is worth watching multiple times in theaters.177 out of 371 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Clear the Shelf for the Oscars,"I am not a Batman fan nor am I particularly fond of Joaquin Phoenix, but this movie was truly exceptional. It started slow but built to a viscerally satisfying crescendo. I never thought I would be rooting for the Joker, but found that I did so throughout the movie. The Joker's pain was so palpable. I am filling out my Oscar pool card right now.PS This movie is dark and violent and decidedly not a super hero movie. Leave the kids at home.148 out of 315 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Hats off to Joaquin phoenix,What a legendary character and what a legendary performance by the actor. I was not able to move on from the Heath ledger performance but this movie is totally worth it. This movie deserves an oscar. It showcased the never before seen origin of The Joker himself and you will love it.163 out of 349 found this helpful.Was this review helpful?Sign into vote.Permalink,0
Joker,Masterpiece *Movie Of the Year* Best Actor - Joaquin Phoenix*,"Wow I honestly gotta tell you, it's one of the best movies I've seen in years. All from the cinematography, thumping and sadden soundtrack, all the way to the OMG performance by Joaquin Phoenix, it's dark, it's evolving, twisting and wow just you can feel deep down to your bones his emotions portraying the Joker.Just alone watching hearing The Jokers laugh is so twisty and evil and you could hear his sadness coming out from his mouth. You could hear the hours of practice just on the laugh alone and his method acting is perfectly on point along with his subtle gestures and dance that is done perfectly as the Joker should be. This movie has all the psychological twisting that made you believed and immersed into the movie, I was totally shocked and overwhelmed by everything even after I left the cinema. Just mind-blowned.When I was watching in just now in the cinema, more than half the cinema cheered and applauded on certain scenes. And almost the entire patron stayed until the last credit. If u looked closely even Joker costume were evolving and changing from time to time based on his journey and experienced and just looked at the final and true form just looked absolutely stunning. Just the excitement and the dialogues told by The Joker is just so heart-crushing and it just made me felt so bad for the Joker, and it's the first time where I sided with the evil character or maybe he is the hero of this movie, who knows ?Honestly, u have to watch it, it's one of the best performance u be watching in a Long time, movies like this deserves to be watched on the Big Screen, go find the best cinema in town and enjoy the wild ride of emotions and fear and anger, just satisfying!!",0
Joker,Cinematic Masterpiece,"Acting, Cinematography, Music, Screenplay, Costumes, Gotham etc everything is 10/10.Oscar worthy performanceby by Joaquin Phoenix.Amazing directing by Todd Phillips & amazing cinematography by Lawrence Sher.165 out of 355 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,A Huge Leap In The Right Direction For DC Films,"This is a dark, twisted, sad and sympathetic take of possibly the most enduring comic book villain of all time. DC would be wise to keep taking risks like this and blurring the genre lines because this is where they have a change to excel in an area the MCU won't cross into for fear of not being family friendly. If you cannot match Marvel in an interconnected universe then the answer lies squarely in making quality solo, if not one-off films like this. Phoenix is one of the top actors of his generation and I think it is possible to judge this take on Joker without even comparing to Ledger's. Both are genius and both very different. I have to go off topic and say the one person I'd love to have seen play a live action version was Mark Hamill at the right point in time but we'll have to just give him the best maniacal Joker laugh award and be content with that.6 out of 8 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,"By far the best DC movie to date, Joaquin Phoenix was perfect.","Wow, what a movie! I have to admit, When I first heard Joaquin Phoenix was going to be the joker, I was surprised. I wasn't sure how he was going to pull it off. I was hoping it wasn't going to be another cheesy rendition full of fluff and unrealistic explanations of how the Joker came to be. One where my (adult) son wouldn't have to keep nudging me to wake me up. I was pleasantly surprised on well Todd Phillips' version played and Joaquin's acting was superb. You could feel the anguish his character was going through right up to the point he lost his mind. Just an excellent, well acted movie that you almost forget is derived from a DC comic.139 out of 299 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Masterpiece!,JOKER is a gift to the audiences. I felt as a privileged person to sit in a movie theater and watching it. Joaquin Phoenix and Todd Phillips gave to the world of cinema a rear pearl. I don't know what people are complaining about: this is really something else.129 out of 279 found this helpful.Was this review helpful?Sign into vote.Permalink,0
Joker,"Spare me the ""best comic book movie ever"" nonsense.","It premiered last night in Sydney and I was lucky enough to watch this masterpiece first hand.
The movie is flawless but because of its approach on mental illness and the execution of Joaquin Phoenix. The 80's settings brings a darker filter to it, creating a scenario where you see no hope for a person as the main character to survive.
The movie does not praise violence and it's far from being about making the Joker a ""hero"" or him starting a movement, it's all about a man trying to find himself. Violence is what happens in between and labelling the movie as such is a misinterpretation of the picture.
Also, if the movie had no reference whatsoever of the Batman universe it would work the same, it is a movie that sustains itself from beginning to end delivering frame by frame what it was meant to.106 out of 227 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,One of THE BEST PERFORMANCE ever!,"Wow, it takes a while to find the right words to describe this movie. It's different! It feels like a character study, almost like a documentary but at the same time as if you'd be watching a horror drama movie as intense as it is and realistic.
It touches on mental health issues which sadly this country is struggling with but won't admit to it. This film has the best character development I could possibly think of! Now I will say this:
JOKER is the last movie you'd ever want to show to kids! Not even teenagers should see this! It might be a tough one for them to see as it is brutal, bloody and might even be simply too much to handle. I saw some walk out of the theater and if you're a very sensitive person you might do the same! However, it is by far the best film and performance of the year and there's no doubt Joaquin Phoenix should win all awards for this including the Oscar! And in my opinion while it is a different take on the JOKER, this is the best portrayal of the JOKER.
Go see this with an open mind, and if possibly without expectations. This will definitely spark many conversations and most likely arguments as well.99 out of 211 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,Leave your American Politics at the door and enjoy this film,No one cares about your country's inability to separate Reel and Real influences. Film is a medium not just for political ideals or comments.Watch it105 out of 225 found this helpful.Was this review helpful?Sign into vote.Permalink,0
Joker,¡absolutely incredible!,"I can't believe that such a totally perfect and spectacular movie I just saw, I am completely stunned. This movie needs to be in the Oscars. Nominated to:This film must be nominated for the following awards:
Best movie
best Actor
Best screenplay
Best address
Best Adapted Screenplay
Best soundtrack
Best sound mixing116 out of 251 found this helpful.Was this review helpful?Sign into vote.Permalink",0
Joker,10-Oct,"The Joker won. Absolutely tremendous, what acting skills are we talking about ? It is amazing!127 out of 281 found this helpful.Was this review helpful?Sign into vote.Permalink",0
